league_id,season,draft_id,roster_id,early_rbwr_picks,linked_picks,available_picks,mean_availability,all_linked,all_available_75
1001163819286171648,2023,1001163820536037376,11,5,4,3,0.8571428571428572,False,False
1001163819286171648,2023,1001163820536037376,12,4,4,4,0.9107142857142857,True,True
1001208620182298624,2023,1001208623978098688,1,5,5,5,0.9142857142857143,True,True
1001208620182298624,2023,1001208623978098688,2,5,5,4,0.7571428571428572,True,False
1001208620182298624,2023,1001208623978098688,3,5,5,3,0.8,True,False
1001208620182298624,2023,1001208623978098688,4,4,3,2,0.8333333333333334,False,False
1001208620182298624,2023,1001208623978098688,5,5,5,2,0.7428571428571429,True,False
1001208620182298624,2023,1001208623978098688,6,4,3,2,0.7619047619047619,False,False
1001208620182298624,2023,1001208623978098688,7,4,4,2,0.75,True,False
1001208620182298624,2023,1001208623978098688,8,4,4,4,0.9107142857142857,True,True
1001208620182298624,2023,1001208623978098688,9,4,4,4,0.8928571428571428,True,True
1001208620182298624,2023,1001208623978098688,10,4,3,2,0.7619047619047619,False,False
1001208620182298624,2023,1001208623978098688,11,3,3,2,0.7857142857142857,True,False
1001208620182298624,2023,1001208623978098688,12,4,4,3,0.7321428571428572,True,False
1001497676921307136,2023,1001497678255099904,1,5,5,3,0.7428571428571429,True,False
1001497676921307136,2023,1001497678255099904,2,4,4,3,0.8571428571428572,True,False
1001497676921307136,2023,1001497678255099904,3,6,6,5,0.8809523809523809,True,False
1001497676921307136,2023,1001497678255099904,4,6,6,6,0.9047619047619048,True,True
1001497676921307136,2023,1001497678255099904,5,5,5,3,0.7,True,False
1001497676921307136,2023,1001497678255099904,6,4,4,1,0.5535714285714286,True,False
1001497676921307136,2023,1001497678255099904,7,4,3,3,0.9285714285714285,False,False
1001497676921307136,2023,1001497678255099904,8,4,4,4,0.8928571428571429,True,True
1001497676921307136,2023,1001497678255099904,9,5,5,3,0.7714285714285715,True,False
1001497676921307136,2023,1001497678255099904,10,4,3,1,0.7380952380952381,False,False
1001497676921307136,2023,1001497678255099904,11,5,5,5,0.8857142857142858,True,True
1001497676921307136,2023,1001497678255099904,12,5,5,3,0.7142857142857142,True,False
1001578500916113408,2023,1001578501864022016,1,4,4,3,0.8571428571428572,True,False
1001578500916113408,2023,1001578501864022016,2,6,6,5,0.8452380952380952,True,False
1001578500916113408,2023,1001578501864022016,3,6,6,3,0.7976190476190476,True,False
1001578500916113408,2023,1001578501864022016,4,4,4,4,0.8928571428571429,True,True
1001578500916113408,2023,1001578501864022016,5,5,4,2,0.7678571428571429,False,False
1001578500916113408,2023,1001578501864022016,6,4,4,2,0.6964285714285714,True,False
1001578500916113408,2023,1001578501864022016,7,5,4,3,0.6964285714285714,False,False
1001578500916113408,2023,1001578501864022016,8,5,5,3,0.8,True,False
1001578500916113408,2023,1001578501864022016,9,5,5,5,0.9,True,True
1001578500916113408,2023,1001578501864022016,10,5,5,5,0.9142857142857143,True,True
1001578500916113408,2023,1001578501864022016,11,5,4,2,0.5357142857142857,False,False
1001578500916113408,2023,1001578501864022016,12,4,4,3,0.875,True,False
1001588353885696000,2023,1001588354648981504,1,5,5,5,0.9142857142857143,True,True
1001588353885696000,2023,1001588354648981504,2,5,5,4,0.8571428571428571,True,False
1001588353885696000,2023,1001588354648981504,3,3,3,3,0.8571428571428571,True,True
1001588353885696000,2023,1001588354648981504,4,5,5,3,0.8,True,False
1001588353885696000,2023,1001588354648981504,5,5,5,4,0.8714285714285716,True,False
1001588353885696000,2023,1001588354648981504,6,5,5,3,0.6428571428571429,True,False
1001588353885696000,2023,1001588354648981504,7,5,4,2,0.6607142857142857,False,False
1001588353885696000,2023,1001588354648981504,8,4,4,3,0.8571428571428572,True,False
1001588353885696000,2023,1001588354648981504,9,4,4,3,0.8214285714285714,True,False
1001588353885696000,2023,1001588354648981504,10,4,4,2,0.7678571428571429,True,False
1001588353885696000,2023,1001588354648981504,11,5,5,5,0.9142857142857143,True,True
1001588353885696000,2023,1001588354648981504,12,5,4,2,0.7321428571428572,False,False
1001664886880968704,2023,1001664888630009856,1,4,4,3,0.7321428571428571,True,False
1001664886880968704,2023,1001664888630009856,2,5,5,3,0.7142857142857143,True,False
1001664886880968704,2023,1001664888630009856,3,5,5,4,0.8,True,False
1001664886880968704,2023,1001664888630009856,4,6,6,4,0.8095238095238096,True,False
1001664886880968704,2023,1001664888630009856,5,6,5,3,0.8142857142857143,False,False
1001664886880968704,2023,1001664888630009856,6,5,5,4,0.8428571428571429,True,False
1001664886880968704,2023,1001664888630009856,7,4,4,1,0.7321428571428572,True,False
1001664886880968704,2023,1001664888630009856,8,4,3,3,0.9047619047619048,False,False
1001664886880968704,2023,1001664888630009856,9,5,5,4,0.8285714285714285,True,False
1001664886880968704,2023,1001664888630009856,10,5,5,5,0.8857142857142858,True,True
1001664886880968704,2023,1001664888630009856,11,5,5,5,0.9285714285714286,True,True
1001664886880968704,2023,1001664888630009856,12,5,4,1,0.5714285714285714,False,False
1001723714158927872,2023,999529484929916928,1,6,6,6,0.9166666666666666,True,True
1001723714158927872,2023,999529484929916928,2,5,5,4,0.8714285714285716,True,False
1001723714158927872,2023,999529484929916928,3,4,4,3,0.8214285714285714,True,False
1001723714158927872,2023,999529484929916928,4,5,5,3,0.7,True,False
1001723714158927872,2023,999529484929916928,5,6,6,5,0.8809523809523809,True,False
1001723714158927872,2023,999529484929916928,6,6,5,5,0.9,False,False
1001723714158927872,2023,999529484929916928,7,6,6,6,0.8928571428571428,True,True
1001723714158927872,2023,999529484929916928,8,4,3,1,0.5952380952380952,False,False
1001723714158927872,2023,999529484929916928,9,5,5,3,0.7857142857142858,True,False
1001723714158927872,2023,999529484929916928,10,4,4,2,0.8214285714285714,True,False
1001723714158927872,2023,999529484929916928,11,6,6,3,0.7619047619047619,True,False
1001723714158927872,2023,999529484929916928,12,5,5,4,0.7714285714285715,True,False
1001725658369716224,2023,1001725659414118400,1,5,5,3,0.7857142857142858,True,False
1001725658369716224,2023,1001725659414118400,2,6,5,3,0.7428571428571429,False,False
1001725658369716224,2023,1001725659414118400,3,5,4,4,0.9107142857142857,False,False
1001725658369716224,2023,1001725659414118400,4,6,5,4,0.8857142857142858,False,False
1001725658369716224,2023,1001725659414118400,5,4,4,2,0.6964285714285714,True,False
1001725658369716224,2023,1001725659414118400,6,5,5,3,0.6,True,False
1001725658369716224,2023,1001725659414118400,7,5,5,3,0.8,True,False
1001725658369716224,2023,1001725659414118400,8,6,6,5,0.8809523809523809,True,False
1001725658369716224,2023,1001725659414118400,9,4,4,4,0.9107142857142857,True,True
1001725658369716224,2023,1001725659414118400,10,4,4,3,0.8571428571428572,True,False
1001725658369716224,2023,1001725659414118400,11,5,5,3,0.8142857142857143,True,False
1001725658369716224,2023,1001725659414118400,12,4,4,3,0.7321428571428572,True,False
1001910323848220672,2023,1002021329480081408,1,5,4,4,0.875,False,False
1001910323848220672,2023,1002021329480081408,2,4,3,3,0.9285714285714285,False,False
1001910323848220672,2023,1002021329480081408,3,4,4,3,0.8571428571428572,True,False
1001910323848220672,2023,1002021329480081408,4,5,5,5,0.9142857142857143,True,True
1001910323848220672,2023,1002021329480081408,5,6,6,4,0.7380952380952381,True,False
1001910323848220672,2023,1002021329480081408,6,3,3,1,0.6904761904761904,True,False
1001910323848220672,2023,1002021329480081408,7,4,4,3,0.875,True,False
1001910323848220672,2023,1002021329480081408,8,5,5,4,0.8428571428571429,True,False
1001910323848220672,2023,1002021329480081408,9,4,4,3,0.8571428571428572,True,False
1001910323848220672,2023,1002021329480081408,10,5,5,3,0.8,True,False
1001910323848220672,2023,1002021329480081408,11,6,6,4,0.6904761904761906,True,False
1001910323848220672,2023,1002021329480081408,12,6,6,4,0.8095238095238096,True,False
1001936577108492288,2023,1001936578186440704,1,4,4,3,0.7142857142857143,True,False
1001936577108492288,2023,1001936578186440704,2,4,4,2,0.7321428571428572,True,False
1001936577108492288,2023,1001936578186440704,3,5,5,3,0.7714285714285715,True,False
1001936577108492288,2023,1001936578186440704,4,4,4,2,0.6607142857142858,True,False
1001936577108492288,2023,1001936578186440704,5,5,4,4,0.9285714285714286,False,False
1001936577108492288,2023,1001936578186440704,6,5,4,3,0.8571428571428572,False,False
1001936577108492288,2023,1001936578186440704,7,6,5,3,0.8,False,False
1001936577108492288,2023,1001936578186440704,8,5,5,4,0.8428571428571429,True,False
1001936577108492288,2023,1001936578186440704,9,5,5,5,0.9142857142857143,True,True
1001936577108492288,2023,1001936578186440704,10,3,3,1,0.7619047619047619,True,False
1001936577108492288,2023,1001936578186440704,11,4,4,4,0.875,True,True
1001936577108492288,2023,1001936578186440704,12,4,4,4,0.9107142857142857,True,True
1001943876501860352,2023,1001943878821363712,1,5,5,4,0.8571428571428571,True,False
1001943876501860352,2023,1001943878821363712,2,5,4,2,0.7678571428571429,False,False
1001943876501860352,2023,1001943878821363712,3,4,4,2,0.7142857142857143,True,False
1001943876501860352,2023,1001943878821363712,4,6,4,2,0.6428571428571428,False,False
1001943876501860352,2023,1001943878821363712,5,4,4,4,0.875,True,True
1001943876501860352,2023,1001943878821363712,6,5,5,5,0.9285714285714286,True,True
1001943876501860352,2023,1001943878821363712,7,5,5,3,0.6714285714285715,True,False
1001943876501860352,2023,1001943878821363712,8,6,6,4,0.7857142857142857,True,False
1001943876501860352,2023,1001943878821363712,9,5,5,4,0.8571428571428571,True,False
1001943876501860352,2023,1001943878821363712,10,4,4,4,0.9107142857142857,True,True
1001943876501860352,2023,1001943878821363712,11,4,4,3,0.8571428571428572,True,False
1001943876501860352,2023,1001943878821363712,12,4,4,3,0.8571428571428572,True,False
1001985759156473856,2023,1001985760519741440,1,5,5,3,0.7428571428571429,True,False
1001985759156473856,2023,1001985760519741440,2,4,4,3,0.8392857142857143,True,False
1001985759156473856,2023,1001985760519741440,3,6,6,4,0.8095238095238096,True,False
1001985759156473856,2023,1001985760519741440,4,4,4,3,0.8214285714285714,True,False
1001985759156473856,2023,1001985760519741440,5,5,5,4,0.8285714285714286,True,False
1001985759156473856,2023,1001985760519741440,6,6,5,3,0.7142857142857142,False,False
1001985759156473856,2023,1001985760519741440,7,4,4,2,0.75,True,False
1001985759156473856,2023,1001985760519741440,8,4,4,4,0.8928571428571428,True,True
1001985759156473856,2023,1001985760519741440,9,6,5,5,0.9285714285714286,False,False
1001985759156473856,2023,1001985760519741440,10,4,4,2,0.6071428571428572,True,False
1001985759156473856,2023,1001985760519741440,11,5,5,5,0.9142857142857143,True,True
1001985759156473856,2023,1001985760519741440,12,4,4,2,0.7857142857142858,True,False
1002044542431956992,2023,1002044543937634304,1,6,6,4,0.8571428571428572,True,False
1002044542431956992,2023,1002044543937634304,2,5,4,3,0.8392857142857143,False,False
1002044542431956992,2023,1002044543937634304,3,6,5,4,0.7428571428571429,False,False
1002044542431956992,2023,1002044543937634304,4,5,5,3,0.6142857142857142,True,False
1002044542431956992,2023,1002044543937634304,5,5,5,5,0.9,True,True
1002044542431956992,2023,1002044543937634304,6,5,5,2,0.7142857142857143,True,False
1002044542431956992,2023,1002044543937634304,7,4,4,2,0.7678571428571429,True,False
1002044542431956992,2023,1002044543937634304,8,4,4,4,0.8571428571428571,True,True
1002044542431956992,2023,1002044543937634304,9,5,5,4,0.8714285714285716,True,False
1002044542431956992,2023,1002044543937634304,10,4,3,2,0.8571428571428572,False,False
1002044542431956992,2023,1002044543937634304,11,6,6,4,0.8333333333333334,True,False
1002044542431956992,2023,1002044543937634304,12,5,5,4,0.8285714285714286,True,False
1002249525005795328,2023,1002249525865566208,1,6,6,4,0.7857142857142857,True,False
1002249525005795328,2023,1002249525865566208,2,4,4,2,0.625,True,False
1002249525005795328,2023,1002249525865566208,3,5,5,4,0.7285714285714285,True,False
1002249525005795328,2023,1002249525865566208,4,5,5,4,0.8857142857142858,True,False
1002249525005795328,2023,1002249525865566208,5,4,4,2,0.8035714285714286,True,False
1002249525005795328,2023,1002249525865566208,6,5,5,4,0.8571428571428571,True,False
1002249525005795328,2023,1002249525865566208,7,5,5,4,0.8,True,False
1002249525005795328,2023,1002249525865566208,8,4,2,1,0.5714285714285714,False,False
1002249525005795328,2023,1002249525865566208,9,4,4,2,0.7857142857142858,True,False
1002249525005795328,2023,1002249525865566208,10,5,5,3,0.8,True,False
1002249525005795328,2023,1002249525865566208,11,6,6,6,0.9166666666666666,True,True
1002249525005795328,2023,1002249525865566208,12,5,4,3,0.8571428571428572,False,False
1002300756843655168,2023,1002300757837742080,1,5,5,4,0.8857142857142858,True,False
1002300756843655168,2023,1002300757837742080,2,4,4,2,0.8035714285714286,True,False
1002300756843655168,2023,1002300757837742080,3,5,4,2,0.5178571428571429,False,False
1002300756843655168,2023,1002300757837742080,4,4,4,3,0.8214285714285714,True,False
1002300756843655168,2023,1002300757837742080,5,6,5,4,0.8285714285714285,False,False
1002300756843655168,2023,1002300757837742080,6,5,5,5,0.9142857142857143,True,True
1002300756843655168,2023,1002300757837742080,7,5,5,3,0.7857142857142858,True,False
1002300756843655168,2023,1002300757837742080,8,4,4,3,0.75,True,False
1002300756843655168,2023,1002300757837742080,9,4,4,3,0.8392857142857143,True,False
1002300756843655168,2023,1002300757837742080,10,4,4,3,0.8571428571428572,True,False
1002300756843655168,2023,1002300757837742080,11,4,3,2,0.8333333333333334,False,False
1002300756843655168,2023,1002300757837742080,12,4,4,3,0.8214285714285714,True,False
1002578535391576064,2023,1002578536582082560,1,4,4,3,0.8392857142857143,True,False
1002578535391576064,2023,1002578536582082560,2,5,5,4,0.8285714285714285,True,False
1002578535391576064,2023,1002578536582082560,3,5,4,3,0.8392857142857143,False,False
1002578535391576064,2023,1002578536582082560,4,5,3,1,0.5238095238095238,False,False
1002578535391576064,2023,1002578536582082560,5,5,5,3,0.7285714285714285,True,False
1002578535391576064,2023,1002578536582082560,6,5,5,4,0.8714285714285716,True,False
1002578535391576064,2023,1002578536582082560,7,5,5,2,0.6,True,False
1002578535391576064,2023,1002578536582082560,8,5,5,4,0.8714285714285716,True,False
1002578535391576064,2023,1002578536582082560,9,5,5,3,0.7857142857142858,True,False
1002578535391576064,2023,1002578536582082560,10,4,4,3,0.8035714285714286,True,False
1002578535391576064,2023,1002578536582082560,11,5,5,5,0.9142857142857143,True,True
1002578535391576064,2023,1002578536582082560,12,6,6,6,0.9166666666666666,True,True
1002692203694649344,2023,1002692205095665664,1,5,5,4,0.7571428571428571,True,False
1002692203694649344,2023,1002692205095665664,2,4,4,4,0.9285714285714286,True,True
1002692203694649344,2023,1002692205095665664,3,4,4,3,0.8392857142857143,True,False
1002692203694649344,2023,1002692205095665664,4,5,5,3,0.8285714285714286,True,False
1002692203694649344,2023,1002692205095665664,5,4,3,3,0.9047619047619048,False,False
1002692203694649344,2023,1002692205095665664,6,5,5,4,0.7714285714285715,True,False
1002692203694649344,2023,1002692205095665664,7,5,4,2,0.7321428571428572,False,False
1002692203694649344,2023,1002692205095665664,8,6,6,4,0.7619047619047619,True,False
1002692203694649344,2023,1002692205095665664,9,4,4,3,0.8392857142857143,True,False
1002692203694649344,2023,1002692205095665664,10,6,5,5,0.9142857142857143,False,False
1002692203694649344,2023,1002692205095665664,11,5,5,2,0.7428571428571429,True,False
1002692203694649344,2023,1002692205095665664,12,4,4,3,0.7321428571428571,True,False
1002702458944135168,2023,1002702459787104256,1,5,5,5,0.9,True,True
1002702458944135168,2023,1002702459787104256,2,5,5,4,0.8571428571428571,True,False
1002702458944135168,2023,1002702459787104256,3,5,5,3,0.7142857142857143,True,False
1002702458944135168,2023,1002702459787104256,4,4,4,2,0.7857142857142858,True,False
1002702458944135168,2023,1002702459787104256,5,5,3,3,0.9047619047619048,False,False
1002702458944135168,2023,1002702459787104256,6,4,4,2,0.6607142857142857,True,False
1002702458944135168,2023,1002702459787104256,7,5,5,3,0.7285714285714285,True,False
1002702458944135168,2023,1002702459787104256,8,4,4,4,0.8928571428571428,True,True
1002702458944135168,2023,1002702459787104256,9,5,5,4,0.8285714285714286,True,False
1002702458944135168,2023,1002702459787104256,10,6,6,6,0.9166666666666666,True,True
1002702458944135168,2023,1002702459787104256,11,5,4,2,0.6964285714285714,False,False
1002702458944135168,2023,1002702459787104256,12,5,5,3,0.8285714285714286,True,False
1002776058560696320,2023,1002776059579826176,1,4,4,3,0.7142857142857143,True,False
1002776058560696320,2023,1002776059579826176,2,4,4,2,0.6428571428571428,True,False
1002776058560696320,2023,1002776059579826176,3,5,5,3,0.8285714285714286,True,False
1002776058560696320,2023,1002776059579826176,4,4,3,3,0.9285714285714285,False,False
1002776058560696320,2023,1002776059579826176,5,5,5,5,0.9,True,True
1002776058560696320,2023,1002776059579826176,6,6,5,5,0.9285714285714286,False,False
1002776058560696320,2023,1002776059579826176,7,5,5,1,0.5285714285714286,True,False
1002776058560696320,2023,1002776059579826176,8,5,5,4,0.8714285714285716,True,False
1002776058560696320,2023,1002776059579826176,9,4,4,3,0.8214285714285714,True,False
1002776058560696320,2023,1002776059579826176,10,5,4,3,0.8392857142857143,False,False
1002776058560696320,2023,1002776059579826176,11,6,6,3,0.7619047619047619,True,False
1002776058560696320,2023,1002776059579826176,12,4,4,3,0.8214285714285714,True,False
1002791267081834496,2023,1002791272379207680,1,6,6,3,0.6666666666666666,True,False
1002791267081834496,2023,1002791272379207680,2,6,6,4,0.7857142857142857,True,False
1002791267081834496,2023,1002791272379207680,3,5,4,2,0.7142857142857143,False,False
1002791267081834496,2023,1002791272379207680,4,4,4,4,0.9107142857142857,True,True
1002791267081834496,2023,1002791272379207680,5,4,4,3,0.8035714285714286,True,False
1002791267081834496,2023,1002791272379207680,6,5,5,5,0.9285714285714286,True,True
1002791267081834496,2023,1002791272379207680,7,4,3,3,0.9285714285714285,False,False
1002791267081834496,2023,1002791272379207680,8,6,6,4,0.75,True,False
1002791267081834496,2023,1002791272379207680,9,4,4,1,0.7321428571428572,True,False
1002791267081834496,2023,1002791272379207680,10,5,5,5,0.9285714285714286,True,True
1002791267081834496,2023,1002791272379207680,11,5,4,2,0.625,False,False
1002791267081834496,2023,1002791272379207680,12,5,5,4,0.8714285714285716,True,False
1002986398766436352,2023,1002986399970312192,1,4,4,3,0.8571428571428572,True,False
1002986398766436352,2023,1002986399970312192,2,5,4,4,0.8928571428571428,False,False
1002986398766436352,2023,1002986399970312192,3,6,6,3,0.6785714285714285,True,False
1002986398766436352,2023,1002986399970312192,4,5,5,5,0.9142857142857143,True,True
1002986398766436352,2023,1002986399970312192,5,6,5,5,0.9285714285714286,False,False
1002986398766436352,2023,1002986399970312192,6,5,5,3,0.8,True,False
1002986398766436352,2023,1002986399970312192,7,4,3,1,0.6666666666666666,False,False
1002986398766436352,2023,1002986399970312192,8,4,4,3,0.75,True,False
1002986398766436352,2023,1002986399970312192,9,5,5,4,0.8428571428571429,True,False
1002986398766436352,2023,1002986399970312192,10,5,5,4,0.7428571428571429,True,False
1002986398766436352,2023,1002986399970312192,11,5,5,4,0.8571428571428571,True,False
1002986398766436352,2023,1002986399970312192,12,4,4,2,0.7321428571428572,True,False
1003026525509242880,2023,1003026526876729344,1,6,6,6,0.9166666666666666,True,True
1003026525509242880,2023,1003026526876729344,2,5,5,2,0.7285714285714285,True,False
1003026525509242880,2023,1003026526876729344,3,5,5,5,0.8857142857142858,True,True
1003026525509242880,2023,1003026526876729344,4,4,4,3,0.8571428571428572,True,False
1003026525509242880,2023,1003026526876729344,5,5,5,3,0.7285714285714285,True,False
1003026525509242880,2023,1003026526876729344,6,5,4,2,0.6964285714285714,False,False
1003026525509242880,2023,1003026526876729344,7,4,4,4,0.9107142857142857,True,True
1003026525509242880,2023,1003026526876729344,8,4,3,2,0.7619047619047619,False,False
1003026525509242880,2023,1003026526876729344,9,4,4,4,0.8928571428571428,True,True
1003026525509242880,2023,1003026526876729344,10,6,6,4,0.7380952380952381,True,False
1003026525509242880,2023,1003026526876729344,11,4,4,3,0.7142857142857143,True,False
1003026525509242880,2023,1003026526876729344,12,6,5,2,0.7857142857142858,False,False
1003072797045862400,2023,1003072799348473856,1,4,4,4,0.9107142857142857,True,True
1003072797045862400,2023,1003072799348473856,2,5,4,3,0.8392857142857143,False,False
1003072797045862400,2023,1003072799348473856,3,5,5,5,0.9,True,True
1003072797045862400,2023,1003072799348473856,4,5,5,3,0.7714285714285715,True,False
